review_id,review_text,review_type,product_category,sentiment,rating,review_length,source
3864,Why decision paper suddenly world middle feeling admit course down really catch relate reflect environmental economy themselves strategy soon want loss perhaps everything.,AI,Sports,Neutral,3,23,GPT-4
3865,Young above risk your race plant since fact successful toward last stock various politics strategy send animal drop moment physical responsibility rule level.,AI,Books,Positive,4,23,GPT-4
3866,Area ok next have care improve measure far machine center west tonight home marriage give whole relationship.,AI,Toys,Positive,4,17,GPT-4
3867,Me sound southern minute popular.,Human,Books,Neutral,3,5,Simulated Human
3868,Control different something technology light born set head marriage five throughout sing well although country bar hard raise place current without ball road task certainly beyond receive table politics relate.,Human,Home & Kitchen,Positive,4,30,Simulated Human
3869,Ground know cup but government listen hotel ago them establish grow.,Human,Clothing,Positive,5,11,Simulated Human
3870,Though magazine note window evidence nearly central successful morning interest more ahead probably example bad remember media attorney.,Human,Toys,Negative,2,18,Simulated Human
3871,More bank born together air again time close say its politics stuff work those break half want price establish general thousand far direction red bag.,AI,Toys,Neutral,3,25,GPT-4
3872,Us economy us tax friend I bad claim unit task public pick some everyone their decision west style send voice they medical remember show financial worker performance although too industry feel cup radio cause specific.,AI,Home & Kitchen,Negative,2,35,GPT-4
3873,Dog top leave western six.,Human,Home & Kitchen,Positive,5,5,Simulated Human
3874,Whatever we crime other between strong type late may purpose top prove make happen property quite course project though film nearly fight true well out.,Human,Electronics,Neutral,3,25,Simulated Human
3875,Sign meeting trial authority hot article number hair rather energy response difference.,AI,Sports,Negative,2,12,GPT-4
3876,Soldier occur human hold people within hard seat candidate you senior care police create sit project season full work military determine rich early rest not key science.,Human,Clothing,Negative,2,27,Simulated Human
3877,Data TV occur word decide focus machine phone official may per join authority walk now.,Human,Electronics,Positive,5,15,Simulated Human
3878,Writer stand where interview this site attorney without personal later five continue study election language board another pattern author I.,Human,Clothing,Negative,2,20,Simulated Human
3879,Safe discuss whole today crime argue physical.,Human,Toys,Neutral,3,7,Simulated Human
3880,Off field very back election great bad information institution teacher this perhaps evidence letter white for not today yard born executive time everything name shoulder often again poor.,AI,Books,Negative,1,28,GPT-4
3881,And will environmental far plant feeling unit be kitchen whom foreign her modern resource organization court.,AI,Electronics,Positive,5,16,GPT-4
3882,Edge rise speak carry mind ground source question audience attorney cost quality recognize already institution prepare edge any learn street who score prove range cultural none property nature.,AI,Toys,Positive,5,28,GPT-4
3883,Explain best see determine scientist shake laugh sign energy head safe glass subject west impact development free reveal administration official or spend program.,AI,Clothing,Neutral,3,23,GPT-4
3884,Enter two know chair certainly once onto officer economy a great cell outside whatever ago inside free alone color.,Human,Toys,Neutral,3,19,Simulated Human
3885,Exactly natural public size party task though figure around current call half another education scene great change service measure go tend middle season room positive east fire wrong.,AI,Books,Negative,2,28,GPT-4
3886,Mouth happy be animal care side tough player within blue door daughter stand out begin look answer investment language sort.,Human,Clothing,Negative,1,20,Simulated Human
3887,Culture drive billion talk loss husband ask doctor keep cover pretty upon region similar baby gun several wide which hour something use sell hope.,Human,Clothing,Positive,5,24,Simulated Human
3888,Owner end baby option between chair image range next free prove back of management heart something significant decision lay list though suffer.,Human,Books,Neutral,3,22,Simulated Human
3889,R@te catch poor anything people it population mouth rather per specific build including sing.,Human,Clothing,Neutral,3,14,Simulated Human
3890,Entire decision treatment claim some year me their which these talk cup organization clear.,AI,Sports,Neutral,3,14,GPT-4
3891,North student live point style after company about hear team claim career half never own red investment a type decision cold away course she name politics evening happy ready wall.,Human,Sports,Positive,5,30,Simulated Human
3892,Truth they technology before mother just page executive nothing eye enter and high society be view laugh receive.,Human,Books,Negative,2,18,Simulated Human
3893,Real grow top apply air study stage increase subject trade floor above special mean memory year.,AI,Electronics,Positive,5,16,GPT-4
3894,Difficult whether month finish record occur m@rket serious.,Human,Toys,Neutral,3,8,Simulated Human
3895,Economy seek do consider believe body h@rd magazine risk network focus away player each kitchen city professor feel enjoy develop animal.,Human,Home & Kitchen,Negative,1,21,Simulated Human
3896,Manager she everything third name way nothing.,Human,Electronics,Negative,2,7,Simulated Human
3897,Watch market in part letter there imagine sea thing next politics together free strong so minute.,AI,Electronics,Neutral,3,16,GPT-4
3898,Official society west by where both history camera few entire Republican worry without top attention nation dinner forget base guy serve.,AI,Toys,Negative,1,21,GPT-4
3899,Activity difficult college hear food off will recognize factor provide manager feel scientist.,AI,Clothing,Positive,4,13,GPT-4
3900,Sister seven total cup recent thing mean choose well effect realize find former.,Human,Toys,Negative,1,13,Simulated Human
3901,Follow mind degree color risk effect rise throughout board account economy method debate life.,Human,Clothing,Positive,5,14,Simulated Human
3902,Hope science six us business nature return it detail meeting for race present mother beat group I line carry increase back method land.,AI,Sports,Positive,5,23,GPT-4
3903,Give hard play want impact test send news early notice expect thing over certain future measure program hard through all ever.,AI,Books,Positive,5,21,GPT-4
3904,Most college ask where cold perform explain mention hundred main four economy season lawyer speech human fish old which hospital learn administration grow end between film heart enough story build boy nor in stop building.,AI,Books,Negative,2,35,GPT-4
3905,Study question mind field trouble my door property travel sometimes drive police change ground affect impact.,AI,Electronics,Negative,1,16,GPT-4
3906,Wear easy book itself turn think year material group cold agree attorney.,AI,Books,Neutral,3,12,GPT-4
3907,Cold evening stage various near coach race participant front remember let vote difference to reason manager would night happen institution theory catch drive top environmental of.,Human,Clothing,Positive,5,26,Simulated Human
3908,Same system staff so doctor institution hospital detail add medical American opportunity mouth popular technology care key rest every option task for expect whatever four respond.,AI,Electronics,Positive,5,26,GPT-4
3909,Gas Congress choice fast peace environment reflect tree condition who.,Human,Clothing,Negative,1,10,Simulated Human
3910,Need key the claim learn continue travel could former take likely direction still perhaps at child politics force your contain allow middle will bank smile indeed.,Human,Sports,Positive,5,26,Simulated Human
3911,Example cell old according individual better news commercial at travel itself see rock should ever.,AI,Books,Positive,4,15,GPT-4
3912,Ye@h expect choice find sport here.,Human,Sports,Neutral,3,6,Simulated Human
3913,Together computer be@t office opportunity value health human.,Human,Sports,Negative,1,8,Simulated Human
3914,Heavy test whole performance admit a admit half executive own.,AI,Electronics,Positive,5,10,GPT-4
3915,Hear range amount continue take home impact require tell return where article see involve list change reduce bank fill condition serious task summer brother lawyer bank address debate realize become argue audience we school glass state fine charge step experience allow meet.,AI,Toys,Neutral,3,42,GPT-4
3916,Month next mean either food wife marriage ability claim tell strong now standard he act six nearly trade alone early.,AI,Electronics,Positive,4,20,GPT-4
3917,Pe@ce line official green success sign even alone huge how threat building study.,Human,Home & Kitchen,Negative,2,13,Simulated Human
3918,Carry they will food forward site news house participant state question Republican institution design skill maybe prevent upon unit find question.,Human,Electronics,Positive,4,21,Simulated Human
3919,During evening event side piece front support dinner natural five involve.,Human,Home & Kitchen,Negative,1,11,Simulated Human
3920,Record knowledge morning order spend individu@l his possible past process either company like trouble board attorney stuff.,Human,Books,Negative,2,17,Simulated Human
3921,Friend line small college small police personal.,Human,Clothing,Neutral,3,7,Simulated Human
3922,Wide business night three friend involve spend nearly rest drug free wind late join station know through modern be clearly discuss guess group carry world low no term.,Human,Sports,Neutral,3,28,Simulated Human
3923,Show design experience how them side night you voice thought.,AI,Sports,Positive,4,10,GPT-4
3924,Start three within risk politics born item grow position west exactly rule party experience standard head.,Human,Toys,Positive,5,16,Simulated Human
3925,Decision executive price I prevent on memory relationship better pull.,AI,Clothing,Positive,5,10,GPT-4
3926,Community finish finally read certain meeting force operation notice loss yard power power speech when discuss carry safe network dream traditional well challenge bad.,AI,Books,Neutral,3,24,GPT-4
3927,Stop top word your care plant player billion thing just direction skin throughout here sport party social six.,AI,Electronics,Positive,5,18,GPT-4
3928,Point challenge case a forget difference rather pressure war would near collection.,AI,Home & Kitchen,Positive,4,12,GPT-4
3929,Test mean else old reason remember Congress serious board ahead work different than cultural body whose deep worry great morning leader notice stand action.,AI,Toys,Negative,1,24,GPT-4
3930,P@rtner mean nothing suffer play put government agree receive shoulder agency while per enough drop north.,Human,Clothing,Negative,2,16,Simulated Human
3931,Get which participant public court either similar name one true finally office one natural lot.,AI,Sports,Negative,1,15,GPT-4
3932,Eye red performance policy else meet back thousand concern.,Human,Electronics,Neutral,3,9,Simulated Human
3933,Agent health college box or indeed hour place scene gun message.,Human,Toys,Negative,2,11,Simulated Human
3934,Democrat drug material charge two consumer easy economic instead all usually enjoy environment not physical federal.,Human,Home & Kitchen,Neutral,3,16,Simulated Human
3935,Democrat where article because feel son career amount anyone eight two how free education Republican phone effort price friend arrive maybe.,AI,Home & Kitchen,Negative,2,21,GPT-4
3936,Service figure voice environment@l deep spend picture message company prevent top watch hundred.,Human,Toys,Negative,1,13,Simulated Human
3937,Senior professor despite watch hand region lose bar sound cell himself center government meet like see image deep push sport series wear suddenly analysis voice seven marriage whom laugh suddenly those ago sense.,AI,Home & Kitchen,Positive,4,33,GPT-4
3938,Game soldier Congress best stand while fine rule bed return.,AI,Electronics,Positive,4,10,GPT-4
3939,Third hour heart bar decide beat know myself conference determine social capital it data.,Human,Sports,Neutral,3,14,Simulated Human
3940,Top arrive appear compare animal page news she attention and this behavior fear say another explain dog itself outside store strategy measure interview treatment authority Democrat return.,Human,Home & Kitchen,Neutral,3,27,Simulated Human
3941,Address comp@ny responsibility despite federal top draw.,Human,Home & Kitchen,Positive,5,7,Simulated Human
3942,Article art least election baby song few heart network build religious unit whole more moment general.,AI,Home & Kitchen,Negative,1,16,GPT-4
3943,Game method eat box anyone similar light common lot participant north read read sense product different music.,AI,Clothing,Neutral,3,17,GPT-4
3944,Last red also collection share as center agency amount stuff spring not crime quite these popular song rule arrive.,AI,Sports,Positive,5,19,GPT-4
3945,None rate gun choice road energy he often receive standard skin risk respond choice state your political change grow main.,AI,Clothing,Positive,4,20,GPT-4
3946,Politics key just approach development carry later from hour lead assume as husband natural green.,Human,Toys,Positive,5,15,Simulated Human
3947,Party bit dream work act themselves top believe leader turn full financial meet week church thought investment training north responsibility although Democrat Congress point seat.,AI,Sports,Negative,1,25,GPT-4
3948,Yeah spend audience control run agency together among environment go technology race long none traditional door nature.,AI,Toys,Positive,5,17,GPT-4
3949,East executive lay rule when room country add detail out last grow anyone year let foot raise prepare on everyone mean need.,Human,Home & Kitchen,Negative,1,22,Simulated Human
3950,Free huge help soldier know none eye several she catch.,AI,Home & Kitchen,Negative,2,10,GPT-4
3951,Yes or space we determine visit trouble financial production series movement prove sister specific memory experience modern.,Human,Home & Kitchen,Negative,1,17,Simulated Human
3952,Sign federal hotel all western choose change although adult rate too research.,Human,Sports,Positive,5,12,Simulated Human
3953,Fast year sit form television level.,Human,Clothing,Positive,4,6,Simulated Human
3954,Especially while take score reflect establish stock sing wish pick court dinner market wonder.,AI,Clothing,Negative,2,14,GPT-4
3955,There campaign turn choice hand must store experience against camera page he bed toward very movement event for short.,AI,Sports,Neutral,3,19,GPT-4
3956,Fish project green most want seat herself form family kind.,AI,Toys,Positive,4,10,GPT-4
3957,Consumer side outside indeed cost to lose performance heavy financial low.,AI,Books,Negative,2,11,GPT-4
3958,Act around morning his much risk best environment off particularly west market address fire himself food wrong open today particular worker option within better car east house lead imagine.,AI,Sports,Positive,5,29,GPT-4
3959,Fine yeah seek room foot election product response table all play job hundred major choice support.,Human,Clothing,Negative,2,16,Simulated Human
3960,Food space notice choice lot use direction follow can exactly music offer guy anything tax tax.,Human,Toys,Negative,1,16,Simulated Human
3961,Hundred ability one soon use choose contain suggest.,AI,Electronics,Negative,2,8,GPT-4
3962,Both direction key learn environment doctor born word response health pattern bar language.,Human,Home & Kitchen,Negative,1,13,Simulated Human
3963,Family few between specific anyone population focus late pretty effect sign home almost despite suddenly sometimes.,AI,Books,Positive,4,16,GPT-4
3964,Cause hear as agent goal look cost range decide wish seem them very total never fight appear ask team.,AI,Electronics,Negative,2,19,GPT-4
3965,Scientist rock st@y energy other big because along.,Human,Electronics,Negative,2,8,Simulated Human
3966,Seat guess loss million teach make ten arm community answer ground quality throughout understand pattern.,AI,Books,Negative,1,15,GPT-4
3967,Threat quality strategy compare investment home economy of situation blood lose present doctor wear.,AI,Books,Negative,2,14,GPT-4
3968,Take beyond economy consumer company enough employee someone identify business perhaps tend feeling least.,Human,Electronics,Negative,2,14,Simulated Human
3969,Ch@llenge discover house seem although social strong raise sound every many class say former.,Human,Toys,Negative,2,14,Simulated Human
3970,Site ball your wall politics car throw support rise major if morning fast want else nor sister radio.,Human,Clothing,Neutral,3,18,Simulated Human
3971,Democr@tic six audience research according follow and experience their ability somebody physical think suffer bar catch fear time table every and story.,Human,Clothing,Positive,5,22,Simulated Human
3972,Investment them child pretty @gain fall within reason sell community.,Human,Clothing,Negative,1,10,Simulated Human
3973,Government bank wide age change region election.,Human,Electronics,Positive,5,7,Simulated Human
3974,Reduce concern benefit bit any future film.,Human,Home & Kitchen,Positive,5,7,Simulated Human
3975,L@w pull defense tend whom degree kid true she care left family special if building early weight face.,Human,Clothing,Negative,1,18,Simulated Human
3976,Commercial lot wife life talk always beautiful seven score ball PM prove along decision.,Human,Electronics,Negative,1,14,Simulated Human
3977,Few magazine concern police six light.,Human,Toys,Positive,5,6,Simulated Human
3978,Interview bring determine must g@s green address develop economy it.,Human,Electronics,Neutral,3,10,Simulated Human
3979,Where seat reason stage alone he head wrong.,Human,Books,Positive,5,8,Simulated Human
3980,Since return if team future sort seat future always upon beyond employee top line can government wrong second phone answer culture cut or former believe race grow another quality so avoid sort certain specific.,AI,Sports,Negative,1,34,GPT-4
3981,Poor be teacher business college identify public during effort him month six performance stop consumer.,AI,Home & Kitchen,Negative,2,15,GPT-4
3982,And Republican power behavior something happy form trip world form talk reality beat remain great figure.,AI,Books,Negative,2,16,GPT-4
3983,Feel discuss security take interesting him if sense think resource mouth writer right various serious pick without staff claim want meet control.,Human,Clothing,Positive,4,22,Simulated Human
3984,Put physical often sound west respond offer dream senior authority theory.,Human,Books,Negative,1,11,Simulated Human
3985,Project think daughter benefit seem democratic theory which court her pick.,Human,Clothing,Positive,4,11,Simulated Human
3986,Wind drop long hold recent stay sure officer catch professional thank gun yes threat feeling appear window dream with Mr.,Human,Home & Kitchen,Positive,4,20,Simulated Human
3987,Tend ex@mple trouble site participant sign paper weight bar full send without man what never during officer resource prepare begin various billion building structure strategy trip positive.,Human,Home & Kitchen,Neutral,3,27,Simulated Human
3988,If create start ago economic more speak rich yourself show more actually take police side see around stand yet most travel.,AI,Electronics,Negative,2,21,GPT-4
3989,Another training so what maybe song.,Human,Clothing,Negative,2,6,Simulated Human
3990,Likely blood human simple middle matter month however kid store focus goal tonight tax perhaps must partner last station me edge.,Human,Sports,Positive,4,21,Simulated Human
3991,Still physical plant value have mission executive light reality for goal culture expect.,AI,Toys,Positive,4,13,GPT-4
3992,College team drug term black strong account several girl peace should impact teach past apply turn few his and history quite almost want.,Human,Sports,Neutral,3,23,Simulated Human
3993,Mind Republican could citizen yes Republican glass money another pass baby north certainly exist environmental me view stay best represent will be around art including.,Human,Toys,Negative,1,25,Simulated Human
3994,Catch cover daughter artist hold recognize economy kid role example could teacher.,AI,Sports,Positive,4,12,GPT-4
3995,Goal financial of woman series international teacher key security here leg toward throw small plant evening increase kind cold agreement over increase environment world difficult.,AI,Electronics,Negative,2,25,GPT-4
3996,Themselves ability day organization home rich manager financial others less phone teach bag anything tough western.,Human,Books,Positive,4,16,Simulated Human
3997,Success top however once science event before your general forget training.,AI,Sports,Neutral,3,11,GPT-4
3998,Source human without soon leave quality rise speak back several state decade member benefit performance read PM across could environment miss between wrong figure nor back kid.,AI,Home & Kitchen,Neutral,3,27,GPT-4
3999,Federal forget position charge different huge explain student newspaper character today line effort there today hour bag happy financial standard involve herself.,AI,Books,Positive,4,22,GPT-4
4000,Because hear return own the look feel month mind guy gun.,AI,Clothing,Positive,5,11,GPT-4
4001,Budget describe piece manager she each short stay dinner sell reflect.,Human,Electronics,Positive,5,11,Simulated Human
4002,Clearly everything team leader positive quality pay democratic past adult else money.,Human,Electronics,Negative,2,12,Simulated Human
4003,Money final back truth store growth card ten tell natural already then mouth trouble again tough apply up.,Human,Electronics,Positive,4,18,Simulated Human
4004,Decade nor lot notice Mrs catch assume Congress industry film throughout wall new huge glass military at which local even respond base line notice issue.,Human,Clothing,Positive,4,25,Simulated Human
4005,Beat view away citizen mouth much industry two campaign deal others black firm certainly form music for street score pass court full rest school.,Human,Clothing,Positive,4,24,Simulated Human
4006,Respond drive view develop marriage very church teach security dark exist quickly according series PM Democrat set air young analysis place might leader week thank writer drug whom color hospital sense rise minute.,AI,Books,Neutral,3,33,GPT-4
4007,Rather important ready wait career interest beat continue third similar usually project responsibility ten buy eight act pressure baby create talk.,AI,Clothing,Neutral,3,21,GPT-4
4008,White scene alone performance onto treat fly finish vote high treat such front able example end by glass everybody Democrat media head can smile debate lawyer.,Human,Sports,Positive,5,26,Simulated Human
4009,Sense eat beyond herself give paper fish I effect pressure.,AI,Home & Kitchen,Positive,5,10,GPT-4
4010,Executive late him as job especially weight reflect their he information bank me culture try loss evening painting always throw only keep.,Human,Toys,Negative,2,22,Simulated Human
4011,End southern left ago happy we candidate push attorney tax do ask skin whom none PM add unit system cost make American result hour.,Human,Books,Negative,1,24,Simulated Human
4012,Sort example condition cultural million list issue begin several low while buy stop marriage along true note.,Human,Home & Kitchen,Positive,5,17,Simulated Human
4013,Age food pattern trial hundred hold still crime mind yard conference wide stand space billion despite high area himself pay of statement throw.,Human,Toys,Negative,2,23,Simulated Human
4014,Pull case camera magazine into always choice provide religious send far.,Human,Home & Kitchen,Negative,2,11,Simulated Human
4015,Mission price task former choose hot authority her exactly situation visit suddenly I country build already indicate Congress season game.,AI,Books,Negative,1,20,GPT-4
4016,Medical agreement blood marriage president half industry we watch Democrat talk development particularly father.,Human,Toys,Negative,2,14,Simulated Human
4017,Firm summer modern media public plan low game property brother almost young involve part thus suffer challenge threat arrive decision camera what record father.,Human,Clothing,Negative,1,24,Simulated Human
4018,Work war ability wrong fire serious in success than authority write lay condition seek.,AI,Home & Kitchen,Neutral,3,14,GPT-4
4019,Bar line every society consider base economy manage be about pull everyone police stand establish less last ready.,Human,Electronics,Negative,1,18,Simulated Human
4020,Year need though behavior office agent agreement consider you lead black particular size subject without could wish leave see.,AI,Sports,Negative,2,19,GPT-4
4021,Actually family officer behind leader time discuss teach real future consider today serve use police subject note sport day write still fill since officer interview.,AI,Clothing,Negative,2,25,GPT-4
4022,Less allow game your treatment must place agree cold ever matter mission local eye as night nothing give himself pay way forward style throughout middle he per history money exactly why technology.,AI,Electronics,Positive,4,32,GPT-4
4023,Project unit @nimal assume ahead record painting speak great include program board left because past he run side hospital.,Human,Sports,Neutral,3,19,Simulated Human
4024,Character allow about bad show effect source wish tough central according paper stop would large could hotel wait no then though.,Human,Books,Positive,4,21,Simulated Human
4025,Notice green heart while question fear second finish number open fight fast article right nor animal blue career work spring no should concern human woman sing environment more.,Human,Books,Neutral,3,28,Simulated Human
4026,Road girl might him culture fall man level.,AI,Sports,Positive,4,8,GPT-4
4027,Rule wear successful fear civil information should relate between gas international guess pretty rate happy alone particularly rule official least interesting clear federal.,AI,Clothing,Positive,4,23,GPT-4
4028,Even lead use money low stock while trial check reality friend buy.,Human,Books,Neutral,3,12,Simulated Human
4029,Their seek lawyer side same next cultural heavy turn international its meeting many question next how notice institution tend property parent bring move yard.,AI,Home & Kitchen,Positive,5,24,GPT-4
4030,Main collection recently stop able pretty hot behind same court pattern along production hard south question pretty cost indeed ability a resource the like.,AI,Toys,Neutral,3,24,GPT-4
4031,Measure whatever wrong necessary collection budget TV ability billion bill defense material doctor international her yes moment head set learn agree plant figure activity hair tonight you still specific rather last she.,Human,Clothing,Positive,5,32,Simulated Human
4032,Contain unit such hard decision media lose on this cold above card wish building interest run partner class phone possible.,AI,Toys,Neutral,3,20,GPT-4
4033,Involve read water think hit popular see item trouble collection term imagine sign animal none level but specific part everything city music wear red thing away own writer owner plan front wind line.,Human,Clothing,Negative,2,33,Simulated Human
4034,Generation think by game color without study current market some with also citizen drive defense they some minute would pass piece fast particular right usually.,AI,Sports,Negative,2,25,GPT-4
4035,Several next card decision medical stage their wife beautiful their section pressure girl detail friend exactly professional.,Human,Clothing,Neutral,3,17,Simulated Human
4036,Green teach give throughout piece make again condition husband public policy water.,AI,Electronics,Positive,4,12,GPT-4
4037,Idea already everybody word while fight campaign around single director pick prepare cultural truth to then animal series.,AI,Home & Kitchen,Neutral,3,18,GPT-4
4038,Involve know marriage pick town study position send people similar others.,Human,Toys,Neutral,3,11,Simulated Human
4039,Several of brother late fast produce could argue its guy should pressure model him marriage later seven party world lose me story happen boy.,Human,Clothing,Positive,4,24,Simulated Human
4040,Spend every great value treatment commercial floor effort administration administration single where we painting thing resource office speak as join simple dog how piece piece.,AI,Toys,Negative,2,25,GPT-4
4041,Then list @ctivity response structure table use exist act throw fight explain test federal room natural network bad interesting since interview should information another hair.,Human,Books,Positive,4,25,Simulated Human
4042,Kitchen election consider cause upon sing adult herself yourself their next about seem message letter group box first.,AI,Sports,Positive,5,18,GPT-4
4043,Performance form lot return item real lose language everyone realize table phone if job indeed leader.,AI,Clothing,Positive,5,16,GPT-4
4044,Specific raise board fall share local glass then yeah bit before.,Human,Home & Kitchen,Negative,2,11,Simulated Human
4045,American imagine decide themselves level feel role ahead degree home sure.,Human,Sports,Negative,1,11,Simulated Human
4046,Walk expert ok place soon but PM away yeah run give idea scientist area source.,AI,Sports,Negative,1,15,GPT-4
4047,Work another model for sound growth between between beautiful street send country.,Human,Electronics,Negative,1,12,Simulated Human
4048,Likely each agency window month about science budget field practice red provide form action region opportunity commercial light true side coach type surface wonder position few spring himself heavy.,AI,Toys,Positive,5,29,GPT-4
4049,Many artist science after important stock significant our ago deal child.,Human,Electronics,Positive,4,11,Simulated Human
4050,Trade military tend apply movement too base theory participant yes quality surface imagine quite artist white between long traditional prepare media point reach throughout stand board together tough.,AI,Toys,Positive,4,28,GPT-4
4051,Lawyer number us half successful base suggest option huge begin how lay too no recently later.,Human,Sports,Negative,2,16,Simulated Human
4052,Subject interest drug staff save law rate major another Democrat deep.,Human,Clothing,Positive,5,11,Simulated Human
4053,Show stay little north ball protect into court increase whose best create idea kid beat national prevent still nor suffer arm project.,AI,Clothing,Negative,1,22,GPT-4
4054,Say outside ready ok floor federal under.,Human,Electronics,Negative,2,7,Simulated Human
4055,Recognize profession@l heavy bad same economy friend when behavior music able reality a claim table place anyone.,Human,Clothing,Positive,5,17,Simulated Human
4056,Car boy eight reduce for art must easy dark could direction natural number year every take pull east hear one worker.,AI,Sports,Positive,5,21,GPT-4
4057,Rule themselves itself wrong off remember reduce choose compare possible medical defense bring main sometimes rise accept baby example through expect work factor feel note realize research one allow share their.,Human,Home & Kitchen,Negative,2,31,Simulated Human
4058,Cut brother discuss writer moment whom significant check end which doctor perhaps participant kitchen you energy.,Human,Toys,Positive,4,16,Simulated Human
4059,Likely old sister central rather major officer guy me option see night indicate interview.,Human,Clothing,Positive,5,14,Simulated Human
4060,Establish painting try happen language over huge risk other present cover foot fight direction what agency many white small check from national rate four expect guy value class.,AI,Electronics,Positive,4,28,GPT-4
4061,Soon lawyer such note hot project begin whom mean red more yes bad condition scientist order science news measure.,Human,Clothing,Positive,4,19,Simulated Human
4062,In best c@ll civil news example bit.,Human,Toys,Negative,2,7,Simulated Human
4063,Method wind could eight investment but board sea feeling cold machine she walk or beyond talk onto exist administration ok include them school subject writer American fast soldier argue safe hour be morning put about letter drop Mrs.,AI,Toys,Negative,1,38,GPT-4
4064,Even though hand spring fish movie.,AI,Books,Negative,2,6,GPT-4
4065,Artist computer upon none risk decide production affect involve line.,Human,Toys,Neutral,3,10,Simulated Human
4066,Laugh short economy wonder full region kid interest unit control indeed least.,Human,Home & Kitchen,Positive,5,12,Simulated Human
4067,Guess course kitchen exist expert community training power hold owner beat create opportunity rich unit must hit training eat phone old relationship easy three up two suffer important next Mrs land cultural write.,AI,Books,Negative,1,33,GPT-4
4068,Brother indeed large eat organization house system go clear bill thousand mother sometimes information sound.,AI,Electronics,Positive,5,15,GPT-4
4069,How p@rticular court range give help study alone set store from claim third great include.,Human,Sports,Positive,4,15,Simulated Human
4070,Forward arm bank over each she work TV enter.,Human,Clothing,Neutral,3,9,Simulated Human
4071,Group strong during eye interesting like our address during agency per there know.,Human,Sports,Negative,2,13,Simulated Human
4072,Attack Mr edge western range current decision cold wear join home capital newspaper clear become plan his heart culture than eight ask fast get result yeah.,Human,Sports,Neutral,3,26,Simulated Human
4073,Concern treatment partner great true down need mean story.,Human,Electronics,Neutral,3,9,Simulated Human
4074,Several key collection study travel yet child window because concern ground me chair serve question song continue letter area left him simple chair fall center by itself whatever build site notice sport out western herself guess.,AI,Books,Negative,2,36,GPT-4
4075,Financial standard voice during blood woman may between his practice style piece military none green themselves form security why shake lead movie commercial.,Human,Toys,Positive,4,23,Simulated Human
4076,Attack challenge determine wrong various water current consumer go party box hear police stuff southern cell director foreign might rule to community network cover man.,Human,Home & Kitchen,Negative,1,25,Simulated Human
4077,Movie provide always ok hospital reveal allow white head any again eye large manage church majority upon.,AI,Clothing,Negative,1,17,GPT-4
4078,Account high keep alone east world financial figure both decade fact draw crime black woman.,Human,Toys,Positive,4,15,Simulated Human
4079,Represent office popul@tion act put sometimes fast.,Human,Sports,Positive,5,7,Simulated Human
4080,Difference mission be lose everybody.,Human,Toys,Negative,2,5,Simulated Human
4081,Idea best just point report no Republican message house space series operation fly also kid.,AI,Sports,Negative,1,15,GPT-4
4082,Accept final generation few arrive college rich suffer believe hand discover together him item call price send.,Human,Sports,Negative,2,17,Simulated Human
4083,Image media foot total live arrive save business whether card modern better network animal ground company middle plant.,AI,Books,Negative,2,18,GPT-4
4084,On st@nd recent well assume mention throughout hair eight Mrs season artist both matter stuff sometimes.,Human,Sports,Neutral,3,16,Simulated Human
4085,Value entire statement since up cultural no television town identify after gas present administration.,AI,Home & Kitchen,Negative,2,14,GPT-4
4086,Capital personal need remember another trade smile a meet Congress most field.,AI,Clothing,Positive,4,12,GPT-4
4087,Significant officer garden service believe single campaign performance top job carry wish around require speak agency not alone front any blue such view admit science oil far space gas serve.,Human,Sports,Negative,2,30,Simulated Human
4088,Quickly partner government majority use argue five decade nation television bad.,AI,Sports,Negative,1,11,GPT-4
4089,History road out either issue ahead hair out officer power degree factor government fill.,Human,Electronics,Positive,4,14,Simulated Human
4090,Sister baby movement box when everybody event third world smile loss race simply capital economic fast strategy use region spring.,Human,Clothing,Negative,2,20,Simulated Human
4091,Reality computer boy discuss so day far area respond sea forward range doctor sometimes reason visit organization view here difference.,AI,Books,Neutral,3,20,GPT-4
4092,Yourself whole success government many available address score bit pick service watch enough current large finally especially fall big place hope nearly shoulder easy agreement move change why about set rule wear natural few walk list letter.,AI,Home & Kitchen,Negative,2,37,GPT-4
4093,Six answer talk bed resource main.,AI,Sports,Neutral,3,6,GPT-4
4094,Production interview no quickly safe painting statement traditional say fly air option data different great.,AI,Clothing,Negative,2,15,GPT-4
4095,A drive walk spring task future doctor something dark treat fight bad range significant treat later none.,AI,Clothing,Neutral,3,17,GPT-4
4096,Plan conference American value participant the contain pull manager.,Human,Electronics,Neutral,3,9,Simulated Human
4097,Page middle medical theory Mrs finally exist particular compare teach nearly sometimes bad.,AI,Toys,Neutral,3,13,GPT-4
4098,Probably after matter instead as order benefit commercial spring player manage get moment yet explain fill program type.,AI,Clothing,Negative,1,18,GPT-4
4099,Feder@l term rate plan wonder east speak street edge something especially project media animal.,Human,Clothing,Neutral,3,14,Simulated Human
4100,Business interesting decide card person financial activity firm matter sure into trip customer field perhaps far rule it.,AI,Toys,Negative,1,18,GPT-4
4101,Very nature response page offer remember adult laugh.,Human,Toys,Positive,5,8,Simulated Human
4102,Course move fund management president animal tax produce protect dream outside air campaign newspaper pretty character enough price law.,Human,Clothing,Negative,2,19,Simulated Human
